Title	WebSite	Address	Phone	Email
Repair Central - Phone and Computer Repairs	http://www.repaircentral.com.au/	2/169 Oxley Station Rd, Oxley QLD 4075, Australia	+61 7 3379 1160	No
Apple iPhone Repair Canberra	http://www.appleiphonerepaircanberra.com.au/	208 Kerrigan St, Dunlop ACT 2615, Australia	+61 2 6188 5444	sales@appleiphonerepaircanberra.com.au
E- Trade WA	http://www.etradewa.com.au/	11/51 Prindiville Dr, Wangara WA 6065, Australia	+61 434 641 897	info@etradewa.com.au
Phone Adore Booragoon 2 - Huawei collection point	http://au.happytel.com/	K05/125 Riseley St, Booragoon WA 6154, Australia	+61 8 9315 3000	info@happytel.com
Fix My Mobile - Carindale	https://www.fixmymobile.com.au/	Lower Ground, 1151 Creek Rd, Carindale QLD 4152, Australia	+61 1300 349 349	No
IPHONE SCREEN REPAIR	https://iphonescreenrepairz.com/	01/252 Bay Rd, Sandringham VIC 3191, Australia	+61 478 793 344	No
SPACE FIX	https://www.facebook.com/pages/category/Retail-Company/Space-Fix-1721533894583135/	KI004/366 Grand Promenade, Dianella WA 6059, Australia	+61 414 102 728	No
Essentially Mobile	http://www.essentiallymobile.com.au/	104 Collins St, Hobart TAS 7000, Australia	+61 3 6231 6111	sales@essentiallymobile.com.au
Show Us Your Crack Mobile Repairs & Accessories	https://www.showusyourcrack.com.au/	236a Beardy St, Armidale NSW 2350, Australia	+61 421 217 874	showusyourcrackrepairs@gmail.com
Happytel Macarthur Square - Huawei collection point	http://au.happytel.com/	KL04 Macarthur Square Shopping Centre (next to Gloria Jeans on, Level 2/200 Gilchrist Dr, Campbelltown NSW 2560, Australia	+61 2 4627 6179	info@happytel.com
Xtreme Communications	http://xtremeonline.com.au/	Hunter Connection Arcade, Shop P9a, Ground Level, 109 Pitt St, Sydney NSW 2000, Australia	+61 2 9231 6661	info@xtremeonline.com.au
Mobile Essentials	http://www.mobileessentials.com.au/	Shop LG-28 Emporium Shopping Centre, 269-321 Lonsdale St, Melbourne VIC 3000, Australia	+61 3 9650 3539	productsupport@mobileessentials.com.au
uBreakiFix Sydney CBD | North Sydney	http://www.ubreakifix.com.au/	Level 1/133 Castlereagh St, Sydney NSW 2000, Australia	+61 1300 367 399	No
Beltz's Mobile Phone Expert Repairs	https://www.telcoworld.com.au/	451 South Rd, Bentleigh VIC 3204, Australia	+61 3 9555 5502	info@telcoworld.com.au
Smart Mobile Zone	http://www.smzone.com.au/	Shop 56, Royal Randwick Shopping Centre, 73 Belmore Rd, Randwick NSW 2031, Australia	+61 420 618 168	support@smzone.com.au , info@smzone.com.au
Everest Communications	https://everestcommunications.business.site/?utm_source=gmb&utm_medium=referral	504 Princes Hwy, Rockdale NSW 2216, Australia	+61 2 9567 5777	No
Pimp my Gadget DFO Brisbane airport	http://pimpmygadget.com.au/	Shop 206 DFO,, 18th Avenue, Brisbane Airport QLD 4007, Australia	+61 7 3114 1177	sales@pimpmygadget.com.au
Glitch	https://glitchtechs.com.au/	1035 Macquarie St, Liverpool NSW 2170, Australia	+61 2 9601 0494	No
Campus Computers	http://campuscomputers.net/	Shop 3, The Link/University Drive Southport QLD Australia, 4215, Australia	+61 406 328 583	service@campuscomputers.net
Second Hand Phones	http://www.secondhandphones.com.au/	1099-1169 Pascoe Vale Rd, Broadmeadows VIC 3047, Australia	+61 3 9309 7924	sales@secondhandphones.com.au
iGear	http://www.facebook.com/igear.alice	5/28 Railway Terrace, Alice Springs NT 0870, Australia	+61 8 8953 3663	No
PHONE REPAIR TeleChoice Authorized Dealer Watergardens	https://www.telechoice.com.au/	Kiosk 11/399 Melton Hwy, Taylors Lakes VIC 3038, Australia	+61 3 8361 6495	support@telechoice.com.au
Austrlia GSM World Pty Ltd	http://www.australiagsmworld.com.au/	1099/1169 Pascoe Vale Rd, Broadmeadows VIC 3047, Australia	+61 3 9078 2524	tunjay@australiagsmworld.com.au , tunjay@australia-gsmworld.com
Ifix mobile Australia(Gawler store)	http://gawlergreen.com.au/store-finder/ifix-mobile-australia/	Kiosk 1/4 Tulloch Rd, Evanston SA 5116, Australia	+61 435 282 833	No
Vodafone Smart Phones Kogarah	http://www.smartphonesshop.com.au/	27 Railway Parade, Kogarah NSW 2217, Australia	+61 2 9588 3052	support@smartphonesshop.com.au
iPad Pro Repairs	https://www.ipadprorepairs.com.au/	level 10/66 Clarence St, Sydney NSW 2000, Australia	+61 2 8705 5451	No
Phones & Photos	https://phonesandphotos.com/	139 Koroit St, Warrnambool VIC 3280, Australia	+61 3 5562 5653	No
Outback IT - Computer and Mobile Phone Repairs Darwin	http://www.outbackit.com.au/	Gray Shopping Village, 11, 18-22 Essington Ave, Gray NT 0830, Australia	+61 8 8932 2111	No
Screen Fixed	https://www.screenfixed.com.au/?utm_source=Googlemybusiness&utm_medium=GMB&utm_campaign=BNE&utm_content=GMBTraffic	Level 16/200 Mary St, Brisbane City QLD 4000, Australia	+61 1300 193 331	No
iTech Repair	http://itechrepair.com.au/	t58a/575 North East Road, Gilles Plains SA 5086, Australia	+61 469 961 669	No
Interactive Apple Repair Centre	https://www.interactive.com.au/services/hardware-maintenance/apple-repair-centre/	11/39 Herbert St, St Leonards NSW 2065, Australia	+61 2 9439 6669	No
All States Australia Margaret River Mobile Mechanics and Auto Electricians	https://www.allstatesmobile.com/	34 Fearn Ave, Margaret River WA 6285, Australia	+61 499 040 163	No
Apple Rundle Place	https://www.apple.com/au/retail/rundleplace?cid=aos-au-seo-maps	Rundle Place Centre, Adelaide SA 5000, Australia	+61 8 7088 5300	No
All States Australia Mobile Mechanics & Auto Electricians Busselton Work Shop	https://www.allstatesmobile.com/	4 Goldsmith St, Busselton WA 6280, Australia	+61 499 040 163	No
Apple Hornsby	https://www.apple.com/au/retail/hornsby?cid=aos-au-seo-maps	Westfield, Hornsby NSW 2077, Australia	+61 2 8401 8800	No
E-clinic (Iphone Repair ipad Repair samsung Repair macbook Repair laptop Repair Shop)	http://e-clinicenterprises.com.au/	695 Marion Rd, Ascot Park SA 5043, Australia	+61 8 7230 9662	No
Payam Data Recovery (Melbourne)	https://www.payam.com.au/	Level 11/456 Lonsdale St, Melbourne VIC 3000, Australia	+61 1300 444 800	No
Mobile Phone Doctor	http://mobilephonedoctor.com.au/	Pacific Hwy, Loganholme QLD 4129, Australia	+61 7 3806 0080	No
Apple Perth City	https://www.apple.com/au/retail/perthcity?cid=aos-au-seo-maps	790 Hay St, Perth WA 6000, Australia	+61 8 6140 3800	No
Happytel Carousel 2	http://au.happytel.com/	K127 (near Valleygirl) Westfield Carousel, 1382 Albany Highway, Cannington WA 6107, Australia	+61 8 9258 5656	No
Samsung Joondalup	http://www.samsung.com/au/	Ground, Lakeside Shopping Centre, 420 Joondalup Drive, Joondalup WA 6027, Australia	+61 1300 425 299	No
Beyond The Box	https://www.beyondthebox.com.au/	54 Napier St, Essendon VIC 3040, Australia	+61 3 9372 8899	No
Apple Chadstone	https://www.apple.com/au/retail/chadstone?cid=aos-au-seo-maps	Chadstone Shopping Centre, Chadstone VIC 3148, Australia	+61 3 9038 7500	No
Apple Sydney	https://www.apple.com/au/retail/sydney?cid=aos-au-seo-maps	367 George St, Sydney NSW 2000, Australia	+61 2 8083 9400	No
Apple Chatswood Chase	https://www.apple.com/au/retail/chatswoodchase?cid=aos-au-seo-maps	Victoria Ave, Chatswood NSW 2067, Australia	+61 2 8064 6300	No
CELLMATE MIRRABOOKA	http://www.cellmate.com.au/	The Square Mirrabooka, 43 Yirrigan Drive, Mirrabooka WA 6061, Australia	+61 8 9345 0408	No
CELLMATE ARMADALE	http://www.cellmate.com.au/	K5, Armadale Central Shopping Centre, 10 Orchard Ave, Armadale WA 6112, Australia	+61 8 9399 3236	No
Happytel Eastlands - Huawei collection point	http://au.happytel.com/	Shop G015 Eastlands Shopping Centre, 1 Bligh St, Rosny Park TAS 7018, Australia	+61 3 6245 1849	No
iMobile Store	https://imobilestore.com.au/	shop 12/105 Cochranes Rd, Moorabbin VIC 3189, Australia	+61 3 9532 1235	No
Apple Highpoint	https://www.apple.com/au/retail/highpoint?cid=aos-au-seo-maps	120-200 Rosamond Rd, Maribyrnong VIC 3032, Australia	+61 3 9975 9700	No
Apple Brisbane	https://www.apple.com/au/retail/brisbane?cid=aos-au-seo-maps	Macarthur Chambers, Queen St, Brisbane City QLD 4000, Australia	+61 7 3182 9000	No
Xtreme Communications	http://xtremeonline.com.au/	Kiosk 2 ,Robina Town Centre, Robina Town Centre Dr, Robina QLD 4226, Australia	+61 7 5580 8807	No
Apple Castle Towers	https://www.apple.com/au/retail/castletowers?cid=aos-au-seo-maps	6-14 Castle St, Castle Hill NSW 2154, Australia	+61 2 8864 0800	No
Apple Bondi	https://www.apple.com/au/retail/bondi?cid=aos-au-seo-maps	213 Oxford St, Bondi Junction NSW 2022, Australia	+61 2 9019 2400	No
Manly Northern beaches iPhone Mac Repairs	http://www.manly-iphone-repairs.com/	310/20 Dale St, Brookvale NSW 2100, Australia	+61 414 636 693	No
Happytel	http://au.happytel.com/	4870 Captain Cook Hwy, Smithfield QLD 4878, Australia	+61 7 4038 3079	No
Parts Depo	http://www.partsdepo.com.au/	148 Ipswich Rd, Woolloongabba QLD 4102, Australia	+61 7 4942 6610	No
Apple Doncaster	https://www.apple.com/au/retail/doncaster?cid=aos-au-seo-maps	619 Doncaster Rd, Doncaster VIC 3108, Australia	+61 3 9914 2800	No
Microfix	http://www.microfix.com.au/	9 Robinson Rd, Rockingham WA 6168, Australia	+61 8 9528 2444	No
King IT	http://www.kingit.com.au/	Sunshine Plaza, Shop 262, 154-164 Horton Parade, Maroochydore QLD 4558, Australia	+61 7 5373 5140	No
Mobile Phone Rescue	http://mobilephonerescue.com.au/	Greenwood Plaza, Shop M58/36 Blue St, North Sydney NSW 2060, Australia	+61 2 9922 7878	No
Fix My Ipad	https://www.fixmyipad.com.au/	Level 21/207 Kent St, Barangaroo NSW 2000, Australia	+61 2 9037 5394	No
Happytel Elizabeth - Huawei collection point	http://au.happytel.com/	S138, Elizabeth City Centre, 50 Elizabeth Way, Elizabeth SA 5112, Australia	+61 8 8252 4939	No
Tech22	http://www.tech22.com.au/	Station Shopping Centre, Unit 3/35 Station Rd, Logan Central QLD 4114, Australia	+61 422 779 771	No
Xtreme Communications	http://xtremeonline.com.au/	28 Railway Parade, Granville NSW 2142, Australia	+61 2 8700 1277	No
Crazy Parts	https://www.crazyparts.com.au/	19 Euston St, Rydalmere NSW 2116, Australia	+61 1300 271 188	No
Happytel Carousel 1 - Huawei collection point	http://au.happytel.com/	Lvl 1 K137 (near Myer) Westfield Carousel, 1382 Albany Hwy, Cannington WA 6107, Australia	+61 8 9358 6456	No
Vodafone Fairfield	http://www.vodafone.com.au/	128C Ware St, Fairfield NSW 2165, Australia	+61 2 9724 9709	No
Mobile Automotive | Mobile Mechanic Rozelle	https://www.toyota.com.au/	692 Darling St, Rozelle NSW 2039, Australia	+61 2 9159 6053	No
Payam Data Recovery (Perth)	https://www.payam.com.au/	level 28/140 St Georges Terrace, Perth WA 6000, Australia	+61 1300 444 800	No
iGeektek	http://www.igeektek.com.au/	10 Ironstone Rd, Berrinba QLD 4117, Australia	+61 1300 894 658	No
Mo's Mobiles Canningvale	http://www.vodafone.com.au/	Shop 36/104 Ranford Rd, Canning Vale WA 6155, Australia	+61 8 9455 7555	No
Happytel 2 Westfield Marion	http://au.happytel.com/	Westfield Marion, k214/297 Diagonal Rd, Oaklands Park SA 5046, Australia	+61 8 8298 8805	No
Gadget Fix	http://www.gadgetfix.com.au/	102a/620 St Kilda Rd, Melbourne VIC 3004, Australia	+61 3 9510 7423	No
Life Mobile	https://www.telechoice.com.au/	120 Oxford St, Leederville WA 6007, Australia	+61 8 6114 7121	No
Bing Lee	http://www.binglee.com.au/stores/moore-park?utm_source=google&utm_medium=organic&utm_campaign=Google-places&utm_term=Moore-park	Moore Park SupaCenta Shop GF22, 2A Todman Ave, Kensington NSW 2033, Australia	+61 2 9781 3129	No
A-Phones	http://www.facebook.com/a-phones-Bunbury-Phone-Repairs-1572410832978657	Sandridge Rd, East Bunbury WA 6230, Australia	+61 488 846 688	No
Hawk IT Services Pty Ltd	http://www.vodafone.com.au/	9/351 Oran Park Dr, Oran Park NSW 2570, Australia	+61 2 4602 6000	No
Happytel Carousel 1 - Huawei collection point	http://au.happytel.com/	Lvl 1 K137 (near Myer) Westfield Carousel, 1382 Albany Hwy, Cannington WA 6107, Australia	+61 8 9358 6456	No
Vodafone Fairfield	http://www.vodafone.com.au/	128C Ware St, Fairfield NSW 2165, Australia	+61 2 9724 9709	No
Mobile Automotive | Mobile Mechanic Rozelle	https://www.toyota.com.au/	692 Darling St, Rozelle NSW 2039, Australia	+61 2 9159 6053	No
Payam Data Recovery (Perth)	https://www.payam.com.au/	level 28/140 St Georges Terrace, Perth WA 6000, Australia	+61 1300 444 800	No
iGeektek	http://www.igeektek.com.au/	10 Ironstone Rd, Berrinba QLD 4117, Australia	+61 1300 894 658	No
Mo's Mobiles Canningvale	http://www.vodafone.com.au/	Shop 36/104 Ranford Rd, Canning Vale WA 6155, Australia	+61 8 9455 7555	No
Happytel 2 Westfield Marion	http://au.happytel.com/	Westfield Marion, k214/297 Diagonal Rd, Oaklands Park SA 5046, Australia	+61 8 8298 8805	No
Gadget Fix	http://www.gadgetfix.com.au/	102a/620 St Kilda Rd, Melbourne VIC 3004, Australia	+61 3 9510 7423	No
Life Mobile	https://www.telechoice.com.au/	120 Oxford St, Leederville WA 6007, Australia	+61 8 6114 7121	No
Bing Lee	http://www.binglee.com.au/stores/moore-park?utm_source=google&utm_medium=organic&utm_campaign=Google-places&utm_term=Moore-park	Moore Park SupaCenta Shop GF22, 2A Todman Ave, Kensington NSW 2033, Australia	+61 2 9781 3129	No
A-Phones	http://www.facebook.com/a-phones-Bunbury-Phone-Repairs-1572410832978657	Sandridge Rd, East Bunbury WA 6230, Australia	+61 488 846 688	No
Hawk IT Services Pty Ltd	http://www.vodafone.com.au/	9/351 Oran Park Dr, Oran Park NSW 2570, Australia	+61 2 4602 6000	No
AutoSparky	http://www.autosparky.com/	9 Dalgety Rd, Braitling NT 0870, Australia	+61 8 8953 0800	No
Country Tech Leading Appliances	http://www.countrytech.com.au/	89-91 Grant St, Alexandra VIC 3714, Australia	+61 3 5772 3165	No
Bing Lee	http://www.binglee.com.au/stores/moore-park?utm_source=google&utm_medium=organic&utm_campaign=Google-places&utm_term=Moore-park	Moore Park SupaCenta Shop GF22, 2A Todman Ave, Kensington NSW 2033, Australia	+61 2 9781 3129	No
A-Phones	http://www.facebook.com/a-phones-Bunbury-Phone-Repairs-1572410832978657	Sandridge Rd, East Bunbury WA 6230, Australia	+61 488 846 688	No
Hawk IT Services Pty Ltd	http://www.vodafone.com.au/	9/351 Oran Park Dr, Oran Park NSW 2570, Australia	+61 2 4602 6000	No
AutoSparky	http://www.autosparky.com/	9 Dalgety Rd, Braitling NT 0870, Australia	+61 8 8953 0800	No
Country Tech Leading Appliances	http://www.countrytech.com.au/	89-91 Grant St, Alexandra VIC 3714, Australia	+61 3 5772 3165	No
Phone Smiths	http://www.phonesmiths.com.au/	1/186 Main Rd, Blackwood SA 5051, Australia	+61 8 8278 4484	No
Total Action Computers	https://www.facebook.com/TACInfinityAustralia/	Shop 6, The Savoy Centre, Albert St, Taree NSW 2430, Australia	+61 2 6557 8484	No
Life Mobile	http://www.lifemobile.com.au/	unit 6/41 Discovery Dr, Bibra Lake WA 6163, Australia	+61 1300 381 221	No
Mobileciti	https://www.mobileciti.com.au/	Shop 8/118 Church St, Parramatta NSW 2150, Australia	+61 2 9893 8886	No
Smartphone Specialist	http://smartphonespecialist.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business	14 Mitchell St, Bendigo VIC 3550, Australia	+61 3 5443 5475	No
Samsung Sydney	http://www.samsung.com/au/	450 George St, Sydney NSW 2000, Australia	+61 1300 425 299	No
Screen Fixed	http://www.screenfixed.com.au/	Suite 1020, level 11/66 Clarence St, Sydney NSW 2000, Australia	+61 2 8316 2831	No
Samsung	http://www.samsung.com/au/	211 La Trobe St, Melbourne VIC 3000, Australia	+61 1300 425 299	No
Techncian Training Australia	http://technician-training-online.com/	148 Ipswich Rd, Woolloongabba QLD 4102, Australia	+61 7 3999 8613	No
Samsung	http://www.samsung.com/au	120-200 Rosamond Rd, Maribyrnong VIC 3032, Australia	+61 1300 425 299	No
Pimp My Gadget DFO Jindalee (Re opening March 2020)	http://pimpmygadget.com.au/	16 Amazons Pl, Jindalee QLD 4074, Australia	+61 1300 790 430	No
BuzzTech Mount Gambier	https://buzztech.com.au/mountgambier/	182/248 Penola Rd, Mount Gambier SA 5290, Australia	+61 8 8725 5467	No
OPPO Service Centre Macquarie Park	https://support.oppo.com/au/	Suite 8.04, Level 8/15 Talavera Rd, Macquarie Park NSW 2113, Australia	+61 1300 006 776	No
Commander Centre Launceston	http://www.commander.com/	69A George St, Launceston TAS 7250, Australia	+61 1300 420 501	No
Westcoast Wholesalers	https://wcwholesalers.com.au/	325 Albany Hwy, Victoria Park WA 6100, Australia	+61 1800 940 558	No
i-Station Mobile Device Repair Center Welshpool	http://www.i-station.com.au/	E2/33-37 Murray Rd S, Welshpool WA 6106, Australia	+61 450 795 071	No
Mo's Mobiles Shell Harbour	http://www.vodafone.com.au/	Lake Entrance Rd, Shop 52B, Shell Harbour City Centre, Oak Flats NSW 2529, Australia	+61 2 4260 8713	No
Sony Australia Limited	http://www.sony.com.au/	25 Donkin St, West End QLD 4101, Australia	+61 1300 137 669	No
Iveco Repairs	http://www.mobiledailyservice.com.au/	4/6 Barry Rd, Chipping Norton NSW 2170, Australia	+61 2 8739 9165	No
Samsung Service Centre	https://www.samsung.com/au/support/repair/process/?type=phones	3 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia	+61 1300 425 299	No
Australian Specialised Machinery Glass	http://www.machineryglass.net.au/	4/3 Carroll St, Mount Louisa QLD 4814, Australia	+61 1300 429 622	No
Mobile Energy Australia	http://www.mobileenergyaustralia.com.au/	39 Dulacca St, Acacia Ridge QLD 4110, Australia	+61 7 3273 6803	No
Australia GSM World	http://www.australiagsmworld.com.au/	JB HIFI, Craigieburn Central, Shop E00-34 (Near TARGET and, 340 Craigieburn Rd, Craigieburn VIC 3064, Australia	+61 3 9308 4750	No
Fix My Mobile - Brisbane CBD	https://www.fixmymobile.com.au/	1B/144 Adelaide St, Brisbane City QLD 4000, Australia	+61 1300 349 349	No
Fone Fix Bondi Junction	https://fonefix.com.au/location/bondijunction/	14/80 Spring St, Bondi Junction NSW 2022, Australia	+61 2 9386 1951	No
Fone Fix Sydney	https://fonefix.com.au/	107/250 Pitt St, Sydney NSW 2000, Australia	+61 2 9261 2340	No
Cheap Mobile Repair	https://www.cheapmobilerepair.com.au/	Shop 2/55 Burwood Rd, Burwood NSW 2134, Australia	+61 2 9747 8880	No
