Title	WebSite	Address	Phone
North Italia	https://www.northitalia.com/locations/santa-monica-ca/	1442 2nd St, Santa Monica, CA 90401, United States	+1 310-382-2460
Mr. Masala	http://www.mrmasalala.com/	949 S Figueroa St, Los Angeles, CA 90015, United States	+1 213-265-7730
Connie and Ted's	http://www.connieandteds.com/	8171 Santa Monica Blvd, West Hollywood, CA 90046, United States	+1 323-848-2722
Kali	http://www.kalirestaurant.com/	5722 Melrose Ave, Los Angeles, CA 90038, United States	+1 323-871-4160
Crustacean Beverly Hills	http://www.crustaceanbh.com/	468 N Bedford Dr, Beverly Hills, CA 90210, United States	+1 310-205-8990
The Dresden Restaurant & Lounge	http://www.thedresden.com/	1760 N Vermont Ave, Los Angeles, CA 90027, United States	+1 323-665-4294
The Cat & Fiddle Pub & Restaurant	https://www.thecatandfiddle.com/	742 N Highland Ave, Los Angeles, CA 90038, United States	+1 323-468-3800
Perch	http://perchla.com/	448 S Hill St, Los Angeles, CA 90013, United States	+1 213-802-1770
Artisan Square Apartments	http://www.equityapartments.com/los-angeles/northridge/artisan-square-apartments	19200 Nordhoff St, Northridge, CA 91324, United States	+1 818-772-0833
Asian Spot	http://www.asianspothalal.com/	8327 Tampa Ave, Northridge, CA 91324, United States	+1 818-709-6328
AKASHA	https://www.akasharestaurant.com/	9543 Culver Blvd, Culver City, CA 90232, United States	+1 310-845-1700
Howlin' Ray's	http://www.howlinrays.com/	727 N Broadway #128, Los Angeles, CA 90012, United States	+1 213-935-8399
Rossoblu	http://rossoblula.com/	CITY MARKET SOUTH, 1124 San Julian St, Los Angeles, CA 90015, United States	+1 213-749-1099
Westfield Valencia Town Center	http://www.westfield.com/valencia/	24201 West, Valencia Blvd, Valencia, CA 91355, United States	+1 661-254-0213
Devonshire-Reseda Shopping Center	http://www.devonshirereseda.com/#	18601-18711, 18569 Devonshire St, Northridge, CA 91324, United States	+1 714-956-3411
Super King Markets	http://www.superkingmarkets.com/	19500 Plummer St, Northridge, CA 91324, United States	+1 818-350-5970
El Pescador	https://www.elpescadorrestaurants.com/	5230 N Figueroa St, Los Angeles, CA 90042, United States	+1 323-255-8164
Pez Cantina	http://www.pezcantina.com/	401 S Grand Ave, Los Angeles, CA 90071, United States	+1 213-258-2280
Nothing Bundt Cakes	http://nothingbundtcakes.com/bakery/CA/granada-hills?utm_source=google&utm_medium=gmb	18011 Chatsworth St, Granada Hills, CA 91344, United States	+1 818-643-2332
Vons	https://local.vons.com/ca/northridge/9119-reseda-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places	9119 Reseda Blvd, Northridge, CA 91324, United States	+1 818-349-2494
Mr. Masala	http://www.mrmasalala.com/	949 S Figueroa St, Los Angeles, CA 90015, United States	+1 213-265-7730
Slater's 50/50	https://slaters5050.com/	24201 Valencia Blvd Unit 101, Valencia, CA 91355, United States	+1 661-218-5050
The Highlight Room	http://thehighlightroom.com/	6417 Selma Ave, Los Angeles, CA 90028, United States	+1 323-366-8007
The Whale & Ale	http://www.whaleandale.com/	327 W 7th St, San Pedro, CA 90731, United States	+1 310-832-0363
Korner Knafeh	https://korner-knafeh.ueniweb.com/?utm_campaign=gmb	9310 Reseda Blvd, Northridge, CA 91324, United States	+1 818-601-9151
Mikuni American Corporation	http://www.mikuni.com/	8910 Mikuni Ave, Northridge, CA 91324, United States	+1 818-885-1242
Wingstop	https://www.wingstop.com/location/wingstop-563-panorama-city-ca-91402/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib	14508 Nordhoff St, Panorama City, CA 91402, United States	+1 818-894-9464
